hotel_name,country_code,city_name,star_rating,latitude,longitude,partner_hotel_name,partner_country_code,partner_city_name,partner_star_rating,partner_latitude,partner_longitude
Hotel Silken Gran Teatro,ES,Burgos,4,42.3408584595,-3.6973176003,Silken Gran Teatro,ES,Burgos,4,42.3410721442,-3.6970670521
Hilton Sorrento Palace Hotel,IT,Sorrento,4,40.6206,14.372,Hilton Sorrento Palace,IT,Sorrento,4,40.621102839,14.3725204468
Conchigli Azzurra Resort & Wellness Spa,IT,Porto Cesareo,4,40.2695121765,17.8837947845,Conchiglia Azzurra Hotel & Spa,IT,Porto Cesareo,4,40.2695719487,17.8838539124
Barcelo Asia Gardens Hotel,ES,Benidorm,5,38.5532341003,-0.171790123,BarcelÃ³ Asia Gardens & Thai Spa,ES,Finestrat,5,38.5532018586,-0.1716600358
chic&basic Ramblas,ES,Barcelona,3,41.3768348694,2.174790144,Chic & Basic Ramblas,ES,Barcelona,3,41.3767834073,2.1748698503
Adamar Hotel,TR,Istanbul,4,41.0095214844,28.9764194489,Adamar Hotel-Special Category,TR,Istanbul,0,41.0096271124,28.9763706923
Semiramis hotel,GR,Athens,5,38.0744552612,23.8212375641,Semiramis,GR,Athens,5,38.0744426383,23.8213312626
Twentyone Hotel,GR,Athens,4,38.0739173889,23.8190612793,Twentyone,GR,Athens,3,38.0737606329,23.8186571002
Hotel Planet,IT,Arezzo,4,43.3764811541,11.8695259094,Planet,IT,Rigutino,4,43.3790428501,11.8672889471
RF San Borondon Hotel,ES,Tenerife,3,28.4147853851,-16.5555763245,RF San Borondon,ES,Puerto de la Cruz,3,28.4149205459,-16.5555596352
Scott House Hotel,IT,Rome,3,41.898859236,12.5006389618,Scott House,IT,Rome,3,41.8990698596,12.500936687
Riva Boutique Hotel,TR,Istanbul,4,41.0540974392,28.9856672287,Riva Hotel Nisantasi,TR,Istanbul,0,41.0522244605,28.9907902479
Elysium Resort and Spa,GR,Rhodes,5,36.372601803,28.2249712944,Elysium Resort & Spa,GR,Faliraki,5,36.3728177681,28.2247084379
Parador de Mazagon,ES,Huelva,4,37.1128174,-6.7698633,Parador de MazagÃ³n,ES,MazagÃ³n,4,37.1129628269,-6.7694664002
Champolucapartment,IT,Champoluc,2,45.83111,7.725745,Champoluc Apartment,IT,Champoluc,2,45.831109881,7.7257451415
Parador de la Palma,ES,Brena Alta,4,28.651127,-17.774495,Parador de La Palma,ES,BreÃ±a Baja,4,28.6512986063,-17.7751171589
Blue Sea Hotel,GR,Athens,2,37.9110234165,23.7170362473,Blue Sea Hotel Alimos,GR,Athens,2,37.9120476364,23.7152338028
Parador de Leon,ES,Leon,5,42.5982844,-5.572758,Parador de LeÃ³n,ES,LeÃ³n,5,42.601706814,-5.58206905
Parador de Cangas de Onis,ES,Cangas,4,43.3669675,-5.1510668,Parador de Cangas de OnÃ­s,ES,Villanueva de Cangas de OnÃ­s,4,43.3663892809,-5.150667429
Parador de Merida,ES,Badajoz,4,38.9191941,-6.3453907,Parador de MÃ©rida,ES,Merida,4,38.9184846126,-6.3457082212
Parador de la Granja,ES,Sonsoto,4,40.9019,-4.00715,Parador de La Granja,ES,La Granja de San Ildefonso,4,40.9012930361,-4.0078961849
Parador de Javea,ES,Alicante - Costa Blanca,4,38.7754559279,0.1912172555,Parador de JÃ¡vea,ES,JÃ¡vea,4,38.7758743491,0.1898755878
Parador de Gijon,ES,Gijon,4,43.5361205228,-5.6399130821,Parador de GijÃ³n,ES,GijÃ³n,4,43.5357413555,-5.6402134895
Parador de Cadiz,ES,Cadiz,4,36.53385,-6.3059,Parador de CÃ¡diz,ES,CÃ¡diz,4,36.5343640455,-6.3054683805
Parador de Jaen,ES,Jaen,4,37.767786,-3.8012345,Parador de JaÃ©n,ES,JaÃ©n,4,37.7679202609,-3.8020151854
Parador de Arties,ES,Pirineo Catalan,4,42.7006103216,0.871797055,Parador de ArtÃ­es,ES,Arties,4,42.7006103216,0.871822536
Parador de Sos del Rey Catolico,ES,Javier,4,42.4997559889,-1.2153625488,Parador de Sos del Rey CatÃ³lico,ES,Sos del Rey CatÃ³lico,4,42.4997806685,-1.2154644728
Parador de Verin,ES,Ourense,3,41.9468156,-7.4491918,Parador de VerÃ­n,ES,VerÃ­n,3,41.9439268119,-7.4467375875
Parador de Villafranca,ES,Villafranca Del Bierzo,4,42.6031172,-6.8129392,Parador de Villafranca del Bierzo,ES,Villafranca del Bierzo,4,42.6036435842,-6.8132456595
Parador de Avila,ES,Avila,4,40.6583505346,-4.702136904,Parador de Ãvila,ES,Avila,4,40.657950265,-4.7019392252
Hotel Husa Puerta de Zaragoza,ES,Zaragoza,4,41.6601042823,-0.9137535095,Eurostars Zaragoza,ES,Zaragoza,4,41.6593267715,-0.912348032
Parador de Fuente De,ES,Camaleno,3,43.1439320104,-4.8129215272,Parador de Fuente DÃ©,ES,Fuente De,3,43.1446634696,-4.8118561506
Corvetto Residence Porto di Mare,IT,Milan,0,45.434961,9.226692,Corvetto Residence Porto Di Mare,IT,Milan,4,45.43497748,9.2265683413
Devero Hotel & SPA,IT,Cavenago di Brianza,4,45.580161,9.416622,Devero Hotel,IT,Cavenago di Brianza,4,45.5800383477,9.4166135788
Andreotti Hotel,IT,Rome,3,41.90518363,12.50239849,Hotel Andreotti,IT,Rome,3,41.9054042121,12.5021530688
Parador de Las Canadas del Teide,ES,Santa Cruz,2,28.22447088,-16.6268450394,Parador de Las CaÃ±adas del Teide,ES,La Orotava,2,28.2247296609,-16.6272711754
Parador De La Seu D Urgell,ES,La Seu d'Urgell,3,42.3586354,1.4620586,Parador De La Seu D'urgell,ES,La Seu d'Urgell,3,42.3588213968,1.4620774984
Parador de Malaga Golf,ES,Malaga,4,36.6511971,-4.473989,Parador de MÃ¡laga Golf,ES,MÃ¡laga,4,36.6515241695,-4.4738334417
Parador de la Gomera,ES,San Sebastian de la Gomera,4,28.0911675,-17.1078701,Parador de La Gomera,ES,San SebastiÃ¡n de la Gomera,4,28.0910681349,-17.1081724763
Parador de Benicarlo,ES,BenicarlÃ³,4,40.411816323,0.4279860109,Parador de BenicarlÃ³,ES,BenicarlÃ³,4,40.4118091752,0.427981317
Parador de Chinchon,ES,Chinchon,4,40.1386112,-3.4210912,Parador de ChinchÃ³n,ES,ChinchÃ³n,4,40.1394989656,-3.4242045879
Felipe II,ES,Ayna,2,38.555458,-2.0751662,Hotel Felipe II,ES,Ayna,2,38.5554567082,-2.0751661062
Gran Camp de Mar Hotel,ES,Peguera,4,39.537525,2.4207902,Olimarotel Gran Camp de Mar,ES,Camp de Mar,4,39.5375260383,2.4207901955
Parador Caceres,ES,Caceres,4,39.4727351,-6.3714497,Parador de Caceres,ES,CÃ¡ceres,4,39.4724145928,-6.3716146722
Parador de Santiago de Compostela,ES,Santiago De Compostela,5,42.8809195517,-8.5455822945,Parador de Santiago - Hostal Reis Catolicos,ES,Santiago de Compostela,5,42.8809368673,-8.5458531976
Ca del Lupo Hotel,IT,Montelupo Albese,4,44.6172904968,8.0494604111,Ca' Del Lupo,IT,Montelupo Albese,4,44.616956743,8.0514925718
Asterias Village Resort Hotel,GR,Crete Island,4,35.3075627556,25.3871126175,Asterias Village,GR,Hersonissos,0,35.3077950951,25.3883260489
Acropolis Select Hotel,GR,Athens,3,37.9657592773,23.7274112701,Acropolis Select,GR,Athens,3,37.9658414412,23.7271857262
Hotel Zerbinetta,ES,Dilar,3,37.0681915283,-3.5923576355,Zerbinetta,ES,DÃ­lar,3,37.0690573158,-3.5941198468
Bungalows Maspalomas Oasis Club,ES,Gran Canaria,0,27.750483,-15.600596,Bungalows Maspalomas Oasis Club - All Inclusive.,ES,Maspalomas,0,27.7504825542,-15.6005966663
Mercure Warszawa Grand Hotel,PL,Warsaw,4,52.2275102647,21.0182619095,Mercure Warszawa Grand,PL,Warsaw,4,52.2275513378,21.0183557868
Ad Hoc Domus Guest House,IT,Rome,0,41.8889880996,12.5073981285,Ad Hoc Domus,IT,Rome,0,41.8890150556,12.5072345138
Barcelona Urbany Hostel,ES,Barcelona,0,41.4064254761,2.1865916252,Urbany Hostel Barcelona,ES,Barcelona,0,41.4070781507,2.1864724159
Gloria Palace Royal,ES,Gran Canaria,4,27.792185,-15.721634,Gloria Palace Royal Hotel & Spa,ES,Puerto Rico,4,27.7921854184,-15.7216340303
Hotel Nautic & Spa,ES,Majorca,4,39.5351982117,2.7153346539,Nautic Hotel & Spa,ES,Can Pastilla,4,39.5350106474,2.7152715082
Hotel Misiana,ES,Tarifa,1,36.0130157471,-5.6030273438,Misiana,ES,Tarifa,1,36.0130377148,-5.6029871106
Hotel Cason del Tormes,ES,Madrid,3,40.4223340908,-3.711528182,CasÃ³n del Tormes,ES,Madrid,3,40.4223055038,-3.7116140127
Hotel Premiere Classe Zaragoza,ES,Calatorao,2,41.5167007446,-1.2880589962,280 Hotel,ES,Calatorao,2,41.5164223734,-1.2891501188
Mariant Hotel,ES,Majorca,3,39.5692825317,3.3727116585,Hotel Mariant,ES,S'Illot,3,39.5693701175,3.3727866411
Roman Holidays Guest House,IT,Rome,0,41.911148106,12.4542582035,Roman Holidays,IT,Rome,0,41.9112423816,12.4543359876
Arca Suite Hotel Maltepe,TR,Istanbul,0,40.9382204434,29.138917923,Arca Suite Hotel,TR,Istanbul,0,40.9299591704,29.1501563787
Flann O Brien Rooms,IT,Rome,0,41.9009284973,12.4938802719,Flann O'Brien Rooms,IT,Rome,0,41.9009644418,12.4937590957
Parador de Mojacar,ES,Mojacar,4,37.13199,-1.8315,Parador de MojÃ¡car,ES,MojÃ¡car,4,37.1323154465,-1.830572784
Hotel Reino de Granada,ES,Granada,3,37.170676,-3.604901,Reino de Granada,ES,Granada,3,37.1705912069,-3.6048551446
Paradise Park Resort and Spa,ES,Tenerife,4,28.0538217,-16.70584515,Paradise Park Fun Lifestyle Hotel,ES,Los Cristianos,4,28.0538217047,-16.7058451474
Arabella Hotel and Spa,ZA,Hermanus,5,-34.3172,19.1347,Arabella Hotel & Spa,ZA,Kleinmond,5,-34.3174744694,19.1342514753
Petite Provence Boutique Bed and Breakfast,ZA,Ballito,4,-29.5060895797,31.2325403094,Petite Provence B&B,ZA,Ballito,4,-29.5059145044,31.2324491143
Camps Bay Retreat and Spa Hotel,ZA,Cape Town,0,-33.9466197339,18.3806401022,Camps Bay Retreat Hotel,ZA,Cape Town,0,-33.9463437985,18.380612433
De Waterkant Village Apartments,ZA,Cape Town,3,-33.9168322216,18.4168946743,De Waterkant Village,ZA,Cape Town,3,-33.9161731596,18.4170270258
De Waterkant House Guesthouse,ZA,Cape Town,3,-33.9160129155,18.4160373454,De Waterkant House,ZA,Cape Town,3,-33.915810561,18.4161624312
The Charles Guesthouse,ZA,Cape Town,3,-33.9162156654,18.4170851111,The Charles Cafe & Rooms,ZA,Cape Town,3,-33.916304699,18.4169898927
12 Apostles Hotel and Spa,ZA,Cape Town,5,-33.9833740153,18.3588382602,Twelve Apostles Hotel & Spa,ZA,Cape Town,5,-33.9836364571,18.3584681153
The Marine-Hermanus Hotel,ZA,Hermanus,5,-34.4178143342,19.2446887493,The Marine Hermanus,ZA,Hermanus,5,-34.4180289615,19.2447531223
Majorca Self Catering Apartments,ZA,Cape Town,3,-33.8920752758,18.5091757402,Majorca - The Island Club,ZA,Cape Town,4,-33.8928228527,18.5079208016
AHA Bantry Bay Suite Hotel,ZA,Cape Town,4,-33.9228061315,18.3799177408,Three Cities Bantry Bay Suite Hotel,ZA,Cape Town,0,-33.9228239368,18.3797433972
The Capetonian Hotel,ZA,Cape Town,4,-33.9176157091,18.4266364574,Capetonian Hotel,ZA,Cape Town,4,-33.9176713542,18.4265828133
The Spier Hotel,ZA,Stellenbosch,4,-33.9733583607,18.7824261189,Spier Hotel,ZA,Stellenbosch,4,-33.9731425985,18.7822759151
AHA Adderley Hotel,ZA,Cape Town,4,-33.9244264044,18.4208858013,Adderley Hotel,ZA,Cape Town,4,-33.9243651997,18.4209300584
AHA Casa do Sol Hotel and Resort,ZA,Hazyview,4,-25.0422152279,31.0971450806,Casa do Sol Hotel & Resort,ZA,Hazyview,4,-25.0478747328,31.0810290277
AHA Simons Town Quayside Hotel,ZA,Cape Town,4,-34.1930532878,18.4326419763,Simon's Town Quayside Hotel,ZA,SimonÊ¼s Town,4,-34.1930878094,18.4329369664
Wilderness Beach and Spa Hotel,ZA,Wilderness,3,-33.998792213,22.6144552231,Wilderness Beach Hotel,ZA,Wilderness,3,-33.9985645074,22.6144766808
Oudtshoorn Hotel,ZA,Oudtshoorn,3,-33.5841284998,22.2044339776,Oudtshoorn Inn Hotel,ZA,Oudtshoorn,3,-33.5839614237,22.204384256
Kingslyn Boutique Guesthouse,ZA,Cape Town,4,-33.9088935852,18.4021968842,Kingslyn Boutique Guest House,ZA,Cape Town,4,-33.9088567108,18.4021659941
Misty Hills Country Hotel,ZA,Johannesburg,4,-26.0278233017,27.8551134467,Misty Hills Country Hotel Conference Centre and Spa,ZA,Muldersdrift,4,-26.0270568612,27.8557571769
Honeyguide Tented Safari Camps Home,ZA,Kruger National Park,4,-24.5482543135,31.4276659102,Honeyguide Tented Safari Camps,ZA,Manyeleti Game Reserve,4,-24.5482543135,31.4276659102
Onze Rust Guesthouse,ZA,Stellenbosch,4,-33.9727290152,18.7493362511,Onze Rust Hostel,ZA,Stellenbosch,4,-33.9750733166,18.7539947033
Villa Atlantica Boutique Hotel,ZA,Cape Town,4,-33.9629032766,18.3769257367,Villa Atlantica Boutique Guesthouse,ZA,Cape Town,4,-33.9629388706,18.3769136667
Lanzerac Hotel and Spa,ZA,Stellenbosch,5,-33.9333343506,18.8500003815,Lanzerac Hotel & Spa,ZA,Stellenbosch,5,-33.9379838539,18.8932228088
The Grand Daddy Hotel,ZA,Cape Town,4,-33.9210700906,18.4205639362,The Grand Daddy,ZA,Cape Town,4,-33.9210990249,18.4205290675
President Hotel,ZA,Cape Town,4,-33.9231355301,18.379611969,President Hotel Cape Town,ZA,Cape Town,4,-33.9231288531,18.3793625236
Hide Away Guest House,ZA,Knysna,4,-34.0358924866,23.0327529907,Hide-Away Guest House,ZA,Knysna,4,-34.0359569533,23.0323085189
AHA Alpine Heath Resort,ZA,Drakensberg,4,-28.6381424861,29.0678286552,Three Cities Alpine Heath Resort,ZA,Bonjaneni,4,-28.613669928,29.0005092323
AHA The Riverside Hotel,ZA,Durban,4,-29.8066886446,31.03294909,Three Cities Riverside Hotel and Spa,ZA,Durban,4,-29.8067235552,31.0329584777
Lagoon Beach Hotel and Spa,ZA,Cape Town,4,-33.8924692911,18.4827697277,Lagoon Beach Hotel & Apartments,ZA,Cape Town,4,-33.8923935914,18.48274827
Royal Hotel,ZA,Durban,4,-29.8599526647,31.0256373882,The Royal Hotel,ZA,Durban,4,-29.8592926225,31.0259267315
AHA Royal Palm Gateway Hotel,ZA,Durban,4,-29.7251776485,31.0678258538,Three Cities Royal Palm Gateway Hotel,ZA,Durban,4,-29.7248829958,31.0680189729
Le Franschhoek Hotel and Spa,ZA,Franschhoek,4,-33.9253522608,19.1243219376,Le Franschhoek Hotel & Spa,ZA,Franschhoek,4,-33.9253522608,19.1243219376
The Cape Milner Hotel,ZA,Cape Town,4,-33.9276535045,18.4092289209,The Cape Milner,ZA,Cape Town,4,-33.927772571,18.4090867639
La Rose Bed and Breakfast,ZA,Cape Town,3,-33.9194641113,18.4169769287,La Rose B&B,ZA,Cape Town,0,-33.9193406916,18.4170904756
Olafs Guest House,ZA,Cape Town,4,-33.9113197327,18.3920688629,Olaf's Guest House,ZA,Cape Town,4,-33.9113420428,18.3921231329
Cascade Country Manor Hotel,ZA,Paarl,4,-33.7128545166,19.0434372425,Cascade Manor,ZA,Paarl,4,-33.7132025739,19.0425601602
Bishops Inn Guesthouse,ZA,Port Elizabeth,3,-33.975066,25.640462,Bishops Inn Guest House,ZA,Port Elizabeth,3,-33.9746974083,25.6407165527
Kwafubesi Tented Safari Camp Hotel,ZA,Mabula,4,-24.73078,27.91351,Kwafubesi Tented Safari Camp,ZA,Mabula,0,-24.7434412949,27.9122818307
The Hideaway Bed and Breakfast,ZA,Swellendam,5,-34.019203186,20.4504108429,The Hideaway,ZA,Swellendam,5,-34.0188963809,20.4505348206
4 Heaven Guest House,ZA,Cape Town,4,-34.055366,18.844835,4-Heaven Guest House,ZA,Somerset West,4,-34.0554238834,18.8449081779
Lourens River Guesthouse,ZA,Cape Town,0,-34.090456292,18.8433337212,Lourens River Guesthouse B&B,ZA,Somerset West,0,-34.0905873475,18.8428133726
Mooiplaas Guest House,ZA,Oudtshoorn,4,-33.6577767736,22.1455836296,Mooiplaas Guesthouse,ZA,Oudtshoorn,4,-33.65845324,22.146128118
Summerwood Guesthouse,ZA,Stellenbosch,4,-33.9350798215,18.8779073954,Summerwood Guest House,ZA,Stellenbosch,4,-33.9352511733,18.877966404
Mercure Johannesburg Midrand Hotel,ZA,Johannesburg,3,-26.0008960676,28.1260192394,Mercure Johannesburg Midrand,ZA,Midrand,3,-26.0015614286,28.1253433228
Leriba Hotel And Spa,ZA,Pretoria,4,-25.8456687927,28.1784934998,Leriba Hotel and Spa,ZA,Centurion,4,-25.8455302095,28.1781962514
Alkantmooi Estate Self-Catering,ZA,Plettenberg Bay,4,-34.001622,23.401244,Alkantmooi Private Nature Reserve - Keursee,ZA,Plettenberg Bay,4,-34.0021810393,23.4024292231
Hajos Lodge and Tours,ZA,Cape Town,4,-33.863436,18.500904,Hajos Lodge,ZA,Cape Town,4,-33.8634602261,18.5009551048
VIlla Afrikana Guest Suites,ZA,Knysna,5,-34.0336112976,23.0319137573,Villa Afrikana Guest Suites,ZA,Knysna,5,-34.033759998,23.0315923691
Beachcomber Bay Guesthouse,ZA,Margate,3,-30.871582822,30.3643226624,Beachcomber Bay Guest House,ZA,Margate,3,-30.8713295805,30.3643870354
The View Boutique Hotel and Spa,ZA,Durban,5,-30.0682954539,30.8684974909,The View Boutique Hotel & Spa,ZA,Amanzimtoti,5,-30.068275491,30.8686195314
Sierra Square Hotel,ZA,Johannesburg,3,-26.0988948943,27.995749712,Sierra Square,ZA,Johannesburg,0,-26.0988274501,27.9956263304
Jardin D ebene Boutique Guesthouse,ZA,Cape Town,4,-33.930849326,18.4044036269,Jardin d'Ã©bÃ¨ne Boutique Guesthouse,ZA,Cape Town,4,-33.9302466691,18.4035681188
Hilton Sandton Hotel,ZA,Johannesburg,5,-26.1017564192,28.0599725246,Hilton Sandton,ZA,Johannesburg,5,-26.1017419672,28.0598142743
Dysart Boutique Hotel,ZA,Cape Town,5,-33.9090080811,18.4072373807,DysArt Boutique Hotel,ZA,Cape Town,5,-33.9089145877,18.4072172642
Sunward Park Guest House,ZA,Johannesburg,4,-26.258875,28.253059,Sunward Park Guesthouse & Conference Center,ZA,Boksburg,4,-26.2590996626,28.2530540228
LovanE Boutique Wine Estate and Guest House,ZA,Stellenbosch,4,-33.9525537024,18.8006275892,Lovane Boutique Wine Estate,ZA,Stellenbosch,4,-33.9515880932,18.8004988432
Airlies Bed and Breakfast,ZA,Montagu,0,-33.7871208191,20.1197795868,Airlies B&B,ZA,Montagu,0,-33.7871840023,20.1197567582
Gubas De Hoek meet eat sleep,ZA,Robertson,4,-33.8039760918,19.8858493567,GuBas De Hoek meet eat sleep,ZA,Robertson,4,-33.804075272,19.8857179284
La Providence Guest House,ZA,Franschhoek,5,-33.91782716,19.12806764,La Providence,ZA,Franschhoek,0,-33.9178271604,19.1280676425
Far Hills Hotel,ZA,Wilderness,3,-33.9916850227,22.5334846973,Far Hills Country Hotel,ZA,Wilderness,3,-33.991347,22.533007
Upperbloem Guesthouse and Apartments,ZA,Cape Town,3,-33.9222221375,18.411365509,Upperbloem,ZA,Cape Town,0,-33.9222100947,18.4114001691
Summit Place Guest House,ZA,Cape Town,4,-34.0356636047,18.4305801392,Summit Place Guesthouse,ZA,Constantia,4,-34.0357506856,18.4305337071
Miles Bed and Breakfast Guest House,ZA,Oudtshoorn,3,-33.5872701214,22.1954512596,Miles B&B Guest House,ZA,Oudtshoorn,3,-33.5873058718,22.1956121922
Peermont D'oreale Grande at Emperors Palace Johannesburg,ZA,Johannesburg,5,-26.1444541869,28.2212591171,Peermont D'oreale Grande at Emperors Palace,ZA,Kempton Park,5,-26.1489084974,28.2233190536
Peermont Mondior at Emperors Palace Johannesburg,ZA,Johannesburg,4,-26.1442471175,28.2212886214,Mondior at Emperors Palace,ZA,Kempton Park,4,-26.1488507129,28.2233941555
Farr Out Guesthouse,ZA,Paternoster,4,-32.8208198547,17.8933811188,Farr Out Guest House,ZA,Paternoster,4,-32.8207827606,17.8938558698
Peermont Metcourt Suites at Emperors Palace Johannesburg,ZA,Johannesburg,3,-26.1469630681,28.2230186462,Peermont Metcourt Suites at Emperors Palace,ZA,Kempton Park,3,-26.1488314514,28.2233190536
Peermont Walmont at Graceland Secunda,ZA,Secunda,4,-26.511994,29.162144,Walmont at Graceland,ZA,Secunda,4,-26.5124679101,29.1619098186
San Lameer Resort Hotel and Spa,ZA,San Lameer,4,-30.9431266417,30.2895641327,San Lameer Resort Hotel & Spa,ZA,Southbroom,4,-30.944701992,30.2972218394
Belmont Guest House,ZA,Bloemfontein,4,-29.0911270003,26.2274122238,Belmont Guesthouse,ZA,Bloemfontein,4,-29.1062952265,26.2203150988
La Boheme Bed and Breakfast,ZA,Plettenberg Bay,4,-34.0512904904,23.3616757393,La Boheme B&B,ZA,Plettenberg Bay,4,-34.0512482665,23.361581862
Primi Royal Hotel,ZA,Cape Town,4,-33.9551345395,18.3778202534,Primi Royal,ZA,Cape Town,4,-33.9552302069,18.3778470755
40 Winks Accommodation Somerset West,ZA,Cape Town,0,-34.0785560608,18.8340415955,40 Winks Accommodation,ZA,Somerset West,3,-34.0787026767,18.8339915872
MIlkwood Lodge,ZA,Hermanus,4,-34.4078678558,19.2849782109,Milkwood Lodge,ZA,Hermanus,4,-34.4082374124,19.2847073078
Chapmans Peak Bed and Breakfast,ZA,Cape Town,4,-34.029457,18.345348,Chapman's Peak Bed and Breakfast,ZA,Hout Bay,4,-34.0293957033,18.3455479145
Forever Hotel at Centurion,ZA,Pretoria,4,-25.834781,28.194032,Protea Hotel Centurion,ZA,Centurion,4,-25.8532231054,28.1865245104
Protea Hotel Edward,ZA,Durban,4,-29.8542930245,31.0385334492,Protea Hotel Edward Durban,ZA,Durban,4,-29.8542767407,31.0385736823
Protea Hotel Marine,ZA,Port Elizabeth,4,-33.9841502181,25.6667232513,Protea Hotel Marine Port Elizabeth,ZA,Port Elizabeth,4,-33.984790747,25.6662940979
Mont Fleur Wilderness Bed and Breakfast,ZA,Wilderness,4,-33.9917488098,22.582660675,Mont Fleur B&B,ZA,Wilderness,4,-33.9917939922,22.5826388597
Brookes Hill Suites,ZA,Port Elizabeth,4,-33.9784675373,25.6508955359,Brookes Hill Suites Hotel,ZA,Port Elizabeth,3,-33.9784119319,25.6520569324
Protea Hotel Fire and Ice Cape Town,ZA,Cape Town,4,-33.9267677333,18.4115731716,Protea Hotel Fire & Ice! Cape Town,ZA,Cape Town,4,-33.926815583,18.4114135802
WedgeView Country House and Spa,ZA,Stellenbosch,5,-33.9487724304,18.7717285156,Wedgeview Country House & Spa,ZA,Stellenbosch,5,-33.9486956499,18.7716650963
Lombardy Boutique Hotel,ZA,Pretoria,5,-25.792453,28.361064,Lombardy Boutique Hotel & Conference Venue,ZA,Pretoria,5,-25.792453,28.361064
Dreamcatcher Hotel,ZA,Tulbagh,3,-33.2795677185,19.1420497894,Dreamcatcher,ZA,Tulbagh,3,-33.279686,19.141831
4 Wild Rose Country Lodge,ZA,Cape Town,4,-34.1064033508,18.3833885193,Wild Rose Country Lodge,ZA,Noordhoek,4,-34.1102855687,18.3832544088
18 on Kloof Bed and Breakfast,ZA,Cape Town,4,-34.1647510568,18.8640336692,18 On Kloof Bed & Breakfast,ZA,GordonÊ¼s Bay,4,-34.1647144379,18.8639974594
Ginnegaap Guest House,ZA,Johannesburg,3,-26.1758518219,28.0038928986,Ginnegaap Guesthouse,ZA,Johannesburg,0,-26.1759148321,28.0039505661
Primi Seacastle Hotel,ZA,Cape Town,4,-33.9487991333,18.3791942596,Primi Seacastle,ZA,Cape Town,4,-33.948918149,18.3791989088
Matembe Leisure Guesthouse,ZA,Cape Town,3.5,-34.1068699695,18.8293030858,Matembe Leisure,ZA,Strand,3,-34.1068499819,18.8293835521
